wbic,Area,Length,MaxDepth,MeanDepth
5547404,19766.07141,522.394754,NA,NA
5547418,10062.49535,743.930282,NA,NA
5547426,15848.11903,877.573139,NA,NA
5547439,29471.65152,1642.59965,NA,NA
5547454,36393.84541,4925.958339,NA,NA
5547465,16322.94224,1661.988283,NA,NA
5547468,18603.39674,1463.745051,NA,NA
5547471,23542.23339,707.137782,NA,NA
5547475,14860.25227,506.984849,NA,NA
5547480,11020.72618,564.413166,NA,NA
5547500,90175.4479,1295.986035,NA,NA
5547528,18645.88189,729.370526,NA,NA
5547531,99252.86736,2847.439687,NA,NA
5547535,10312.85099,753.880125,NA,NA
5547536,13153.13003,519.750076,NA,NA
5547537,22832.0339,757.850084,NA,NA
5547540,10667.41196,423.623143,NA,NA
5547543,19690.98028,1252.690975,NA,NA
5547583,27888.61695,1083.524541,NA,NA
5547587,37555.17702,2373.353766,NA,NA
5547590,15252.88605,699.320756,NA,NA
5547593,76133.69037,1890.432986,NA,NA
5547605,16574.88682,607.819647,NA,NA
5547611,40017.19955,814.28314,NA,NA
5547617,12989.95056,988.181952,NA,NA
5547622,10429.46535,380.771172,NA,NA
5547625,11656.69311,837.428632,NA,NA
5547628,19932.41284,1237.183749,NA,NA
5547641,41220.18804,1167.95408,NA,NA
5547682,14398.22631,1046.2545,NA,NA
5547700,42056.94912,1908.897643,NA,NA
5547702,44063.64218,1527.836379,NA,NA
5547709,23344.43965,656.954992,NA,NA
5547717,13883.35664,621.698176,NA,NA
5547720,10463.94294,487.401881,NA,NA
5547725,15433.27893,1468.877,NA,NA
5547740,56404.77268,1008.724485,NA,NA
5547753,13370.6424,1031.829353,NA,NA
5547759,12143.92186,473.835367,NA,NA
5547765,13666.83304,543.022192,NA,NA
5547768,25280.64113,1336.671743,NA,NA
5547786,15307.82497,534.113119,NA,NA
5547788,10384.53118,857.682693,NA,NA
5547823,10254.66237,736.891901,NA,NA
5547833,18033.33182,900.003027,NA,NA
5547845,29272.55763,776.07755,NA,NA
5547850,16420.23216,1083.697201,NA,NA
5547861,11078.07769,482.356092,NA,NA
5547889,10551.15466,614.101775,NA,NA
5547901,16548.14786,629.635996,NA,NA
5547906,10514.13354,659.277198,NA,NA
5547937,50384.15847,1443.12767,NA,NA
5547952,11453.61513,508.235592,NA,NA
5547972,21687.78149,1165.879862,NA,NA
5547979,10209.66856,679.202636,NA,NA
5547983,45470.26023,1200.945297,NA,NA
5547985,16504.62681,1051.105952,NA,NA
5547992,38348.9772,1654.409808,NA,NA
5547996,19410.59109,887.282409,NA,NA
5548004,21195.71911,589.977771,NA,NA
5548035,12811.95045,789.460721,NA,NA
5548037,15640.52461,989.78216,NA,NA
5548039,16688.21157,912.326219,NA,NA
5548067,12752.49742,512.199575,NA,NA
5548079,10359.17275,707.282195,NA,NA
5548184,13459.59953,794.424615,NA,NA
5548198,10770.51924,587.202089,NA,NA
5548229,10115.72492,588.372342,NA,NA
5548234,13718.21284,530.897981,NA,NA
5548284,17682.67947,1160.096139,NA,NA
5548304,39912.87753,992.502941,NA,NA
5548357,12150.28397,583.941535,NA,NA
5548389,15196.20559,897.736053,NA,NA
5548396,11167.71066,1136.902349,NA,NA
5548419,41998.70667,1483.186416,NA,NA
5548432,10179.57904,453.45281,NA,NA
5548452,41183.98283,797.796518,NA,NA
5548484,14099.81299,789.240192,NA,NA
5548507,14174.09147,601.755944,NA,NA
5548526,67154.93527,1635.238068,NA,NA
5548558,12353.3609,530.153174,NA,NA
5548565,23594.47571,618.639092,NA,NA
5548570,24798.79471,1034.217124,NA,NA
5548605,14458.38166,512.622185,NA,NA
5548624,18609.96905,1034.406672,NA,NA
5548639,25567.73883,1144.49261,NA,NA
5548652,15976.94472,539.009574,NA,NA
5548663,27328.82948,2074.522305,NA,NA
5548670,17206.94687,641.612039,NA,NA
5548711,13220.61266,570.086068,NA,NA
5548737,25948.63141,896.139116,NA,NA
5548772,25590.31619,1237.922852,NA,NA
5548787,15194.03593,778.534299,NA,NA
5548801,15238.56242,553.774656,NA,NA
5548809,10001.64784,444.080101,NA,NA
5548818,20877.8288,543.497739,NA,NA
5548839,25974.80572,969.57048,NA,NA
5548853,13897.93762,540.50262,NA,NA
5548862,15027.20567,738.367948,NA,NA
5548875,12051.11828,735.672802,NA,NA
5548897,12082.65536,539.013314,NA,NA
5548899,10852.41008,694.765457,NA,NA
5548909,25622.14675,748.27168,NA,NA
5548922,21708.36349,624.211176,NA,NA
5548938,37360.81726,778.314455,NA,NA
5548947,11568.71235,690.127457,NA,NA
5548984,53878.4965,936.703458,NA,NA
5548989,10017.59994,436.195705,NA,NA
5549037,13502.24355,576.857077,NA,NA
5549038,36977.63293,1281.301861,NA,NA
5549044,52057.49835,1218.128675,NA,NA
5549057,58615.08346,1193.835328,NA,NA
5549088,19079.57844,1376.644702,NA,NA
5549113,19666.25262,983.892608,NA,NA
5549129,16151.45044,1146.399797,NA,NA
5549131,15760.26899,791.190144,NA,NA
5549172,17987.91783,579.363196,NA,NA
5549206,13054.21871,545.622833,NA,NA
5549215,13380.64474,804.705028,NA,NA
5549228,84064.26291,1113.401749,NA,NA
5549237,11886.97344,466.289232,NA,NA
5549238,11999.63911,500.750918,NA,NA
5549268,11442.10701,438.484424,NA,NA
5549273,14699.51689,488.819696,NA,NA
5549362,130720.4283,1783.054754,NA,NA
5549368,24881.13251,2164.325599,NA,NA
5549382,10236.25468,498.693039,NA,NA
5549394,17710.40805,683.283802,NA,NA
5549401,44705.66139,1272.75036,NA,NA
5549421,12823.10382,520.830715,NA,NA
5549427,24480.19701,1251.079726,NA,NA
5549430,11768.33879,474.357067,NA,NA
5549432,13934.63368,649.459709,NA,NA
5549433,12840.23698,479.986334,NA,NA
5549434,16893.38597,1622.248974,NA,NA
5549440,18826.97987,1012.464848,NA,NA
5549456,334518.3629,3090.972396,NA,NA
5549458,12346.66006,432.437025,NA,NA
5549459,30669.6749,1830.546707,NA,NA
5549462,17171.1612,649.296666,NA,NA
5549468,15099.23794,902.169962,NA,NA
5549509,13494.29365,556.970633,NA,NA
5549513,133867.0948,1774.270656,NA,NA
5549536,10696.42695,455.354171,NA,NA
5549542,46135.72807,1033.269366,NA,NA
5549582,19281.58426,831.340431,NA,NA
5549610,12194.59427,650.163779,NA,NA
5549638,10315.06539,528.660936,NA,NA
5549642,15538.4975,610.183924,NA,NA
5549647,11547.70967,500.183018,NA,NA
5549650,25280.64304,988.513355,NA,NA
5549670,70275.65115,3105.962232,NA,NA
5549671,14274.21663,501.149088,NA,NA
5549680,16865.45165,594.251587,NA,NA
5549690,16105.28339,577.304934,NA,NA
5549694,12844.33362,740.367475,NA,NA
5549746,10082.61927,361.344475,NA,NA
5549755,18098.08267,1023.265875,NA,NA
5549794,10684.75342,747.724545,NA,NA
5549813,14769.37865,634.905536,NA,NA
5549824,15198.84225,533.595752,NA,NA
5549834,64322.73066,1323.48953,NA,NA
5549837,11969.53196,854.872453,NA,NA
5549859,26598.08987,1228.933997,NA,NA
5549873,11283.35792,584.54207,NA,NA
5549897,13284.7478,499.452332,NA,NA
5549906,45326.34659,920.023343,NA,NA
5549930,22644.98039,1625.731234,NA,NA
5549953,15061.53219,467.503851,NA,NA
5549955,29092.64703,1310.317933,NA,NA
5549966,31817.25302,1020.275393,NA,NA
5550012,15142.70565,492.676373,NA,NA
5550015,10857.57055,718.821582,NA,NA
5550026,11069.05707,716.157778,NA,NA
5550039,48036.86853,1847.465724,NA,NA
5550044,12583.50621,515.582686,NA,NA
5550048,19386.26224,1025.484542,NA,NA
5550062,12838.38183,943.851817,NA,NA
5550065,20470.62364,996.503914,NA,NA
5550071,12965.53305,427.499467,NA,NA
5550084,499095.0146,4382.754108,NA,NA
5550126,23484.09291,652.119992,NA,NA
5550144,25218.7628,1014.932676,NA,NA
5550145,14161.4439,450.259398,NA,NA
5550150,18981.19245,846.707341,NA,NA
5550164,39258.68505,909.510193,NA,NA
5550168,11072.57701,655.129737,NA,NA
5550222,10204.24326,933.812998,NA,NA
5550229,19945.18245,612.056292,NA,NA
5550270,151383.088,1565.661913,NA,NA
5550271,467342.6144,3089.535335,NA,NA
5550277,199794.0817,1812.083584,NA,NA
5550279,13547.6725,645.04464,NA,NA
5550338,15635.96839,677.699633,NA,NA
5550343,21323.80858,1407.753779,NA,NA
5550355,17404.04496,594.621026,NA,NA
5550365,10365.36194,463.496788,NA,NA
5550372,53833.63472,1016.06368,NA,NA
5550373,16886.76005,668.017502,NA,NA
5550387,19714.69859,2060.517857,NA,NA
5550407,11697.35044,500.096683,NA,NA
5550413,12294.23483,455.131929,NA,NA
5550420,104722.5813,6026.803742,NA,NA
5550478,11600.93707,547.979833,NA,NA
5550497,13879.44249,937.073039,NA,NA
5550503,12056.21876,845.941972,NA,NA
5550520,10426.79896,602.07326,NA,NA
5550541,20926.48901,653.62044,NA,NA
5550548,11907.38497,600.049579,NA,NA
5550553,10913.20552,505.67689,NA,NA
5550559,11021.28732,657.950179,NA,NA
5550581,21281.64165,580.505572,NA,NA
5550582,123414.5087,1481.771008,NA,NA
5550598,12129.05026,434.087975,NA,NA
5550605,17119.87799,611.478719,NA,NA
5550610,16163.34103,1149.850361,NA,NA
5550627,22890.62006,738.575925,NA,NA
5550657,13367.39939,563.835754,NA,NA
5550658,14431.75123,558.058261,NA,NA
5550666,23583.15952,976.323155,NA,NA
5550670,13204.39591,870.24218,NA,NA
5550705,19284.38831,727.345194,NA,NA
5550712,15613.9566,873.523942,NA,NA
5550723,20020.56226,724.128136,NA,NA
5550765,41546.31035,873.755773,NA,NA
5550766,16842.16201,556.127805,NA,NA
5550826,24935.04255,879.993741,NA,NA
5550843,19814.22103,1235.83154,NA,NA
5550851,30233.99179,959.187708,NA,NA
5550893,12543.32396,720.366269,NA,NA
5550909,11132.62416,404.806002,NA,NA
5550921,12533.06142,662.477508,NA,NA
5550969,10607.21206,638.349828,NA,NA
5550976,32874.05735,1329.152629,NA,NA
5551023,12267.67533,833.528509,NA,NA
5551028,16083.07349,554.467051,NA,NA
5551035,15147.7269,745.247753,NA,NA
5551046,23692.59651,1491.498048,NA,NA
5551057,17483.98404,593.598404,NA,NA
5551064,10782.56738,435.010022,NA,NA
5551076,12541.58346,625.024745,NA,NA
5551090,94635.40033,2210.478383,NA,NA
5551102,10339.03942,468.71442,NA,NA
5551120,12579.74458,448.112727,NA,NA
5551124,10041.1374,373.890548,NA,NA
5551139,13149.15622,660.328698,NA,NA
5551146,182219.5335,3585.688639,NA,NA
5551150,10270.3081,792.791566,NA,NA
5551152,17728.71232,1432.983084,NA,NA
5551153,10431.77575,449.481266,NA,NA
5551182,13910.67257,830.022206,NA,NA
5551206,20838.27466,1056.487942,NA,NA
5551227,16458.87314,914.295155,NA,NA
5551229,30170.25236,1305.15877,NA,NA
5551267,16057.76671,496.015889,NA,NA
5551281,11706.40638,601.069368,NA,NA
5551285,80363.71504,3794.293284,NA,NA
5551286,23149.14517,636.105883,NA,NA
5551290,13861.7153,618.593771,NA,NA
5551297,11887.82484,620.074326,NA,NA
5551299,25183.01245,876.294681,NA,NA
5551319,14125.79496,1012.454792,NA,NA
5551357,22654.54561,944.513079,NA,NA
5551409,13951.58996,528.517295,NA,NA
5551503,10487.8095,425.719107,NA,NA
5551510,83412.70517,1839.785695,NA,NA
5551511,13434.37197,808.172883,NA,NA
5551522,11608.91819,699.572788,NA,NA
5551525,33560.64989,920.576959,NA,NA
5551534,49811.30439,1762.44987,NA,NA
5551544,10819.0645,423.66946,NA,NA
5551569,13448.84528,497.746999,NA,NA
5551579,29314.73271,861.922501,NA,NA
5551597,12081.76809,623.976875,NA,NA
5551620,14198.59251,1605.350604,NA,NA
5551667,57101.22217,2284.189408,NA,NA
5551718,14396.45982,737.933888,NA,NA
5551730,26926.59349,986.483947,NA,NA
5551736,46074.51599,1669.614297,NA,NA
5551793,23264.55126,1315.069946,NA,NA
5551819,15905.89438,575.049049,NA,NA
5551824,12371.33282,1092.736164,NA,NA
5551831,12004.75053,1075.444484,NA,NA
5551852,11696.73293,489.394882,NA,NA
5551866,19612.97117,818.526367,NA,NA
5551871,22495.19296,1438.957441,NA,NA
5551874,14603.27177,767.565784,NA,NA
5551875,12586.37784,893.644022,NA,NA
5551911,15374.09613,663.314939,NA,NA
5551924,18442.08318,940.204506,NA,NA
5551952,34193.24441,1256.154962,NA,NA
5551985,38665.78623,1629.03369,NA,NA
5551997,10179.54257,613.029345,NA,NA
5552043,10546.04747,1393.184993,NA,NA
5552073,39447.05165,1254.89555,NA,NA
5552131,13125.1301,443.313239,NA,NA
5552197,38344.72554,1428.892564,NA,NA
5552241,47450.88516,1026.855138,NA,NA
5552242,28107.14082,717.685663,NA,NA
5552264,10857.93135,544.026892,NA,NA
5552278,14574.57848,497.423412,NA,NA
5552280,17426.49921,747.472913,NA,NA
5552291,29892.52212,692.01402,NA,NA
5552293,13107.22957,855.161051,NA,NA
5552301,27737.56533,1060.363314,NA,NA
5552363,11431.59173,666.415228,NA,NA
5552390,14024.22347,1062.083127,NA,NA
5552391,46780.85212,2811.92854,NA,NA
5552430,18428.88689,826.257288,NA,NA
5552458,12273.10117,638.310501,NA,NA
5552462,17119.40476,641.798442,NA,NA
5552498,10965.16761,612.153506,NA,NA
5552520,52398.40438,1999.540803,NA,NA
5552600,10694.14261,624.984171,NA,NA
5552657,16669.92578,764.430648,NA,NA
5552727,12678.90426,577.549169,NA,NA
5552746,18580.79874,1138.830239,NA,NA
5552884,33311.04974,1665.557021,NA,NA
5552914,53767.85052,2528.377003,NA,NA
5552923,16498.05822,1489.95285,NA,NA
5552927,10825.88505,1244.934282,NA,NA
5552934,28274.82317,1295.823948,NA,NA
5552938,16066.36036,786.616966,NA,NA
5552964,34401.38677,983.322832,NA,NA
5552965,11641.32969,729.865891,NA,NA
5552976,18507.69419,1164.529273,NA,NA
5553023,78094.45981,3498.7494,NA,NA
5553047,14009.76672,716.840503,NA,NA
5553097,10657.33215,870.544175,NA,NA
5553101,17480.94588,884.541431,NA,NA
5553113,12933.36237,1001.174206,NA,NA
5553119,19503.22044,635.295986,NA,NA
5553132,36144.94593,1388.673747,NA,NA
5553146,24115.05854,2533.924173,NA,NA
5553161,10932.1721,800.819744,NA,NA
5553162,21287.56415,1138.827689,NA,NA
5553179,141281.7817,3312.708221,NA,NA
5553199,12564.64515,724.034367,NA,NA
5553217,33530.37826,891.325412,NA,NA
5553231,19985.5371,624.581002,NA,NA
5553232,19580.58336,624.953548,NA,NA
5553233,19355.71416,646.393458,NA,NA
5553313,37902.83183,1170.919816,NA,NA
5553321,10813.36873,461.548335,NA,NA
5553330,16015.95298,555.00897,NA,NA
5553339,11161.52161,761.144915,NA,NA
5553357,12748.83966,764.788454,NA,NA
5553421,18469.57514,1706.589529,NA,NA
5553444,26404.11891,749.868257,NA,NA
5553467,10552.82275,367.761347,NA,NA
5553470,18380.04674,1014.743917,NA,NA
5553480,16072.15959,739.592942,NA,NA
5553505,12804.59547,534.299874,NA,NA
5553513,24262.94352,1043.305688,NA,NA
5553569,10738.49933,477.640176,NA,NA
5553589,11006.07044,724.172336,NA,NA
5553597,19590.95731,1741.811378,NA,NA
5553604,14054.65151,708.806857,NA,NA
5553611,12279.16545,1360.935705,NA,NA
5553624,19034.04023,1487.697479,NA,NA
5553656,19503.29595,585.831634,NA,NA
5553766,11380.45373,1334.409404,NA,NA
5553786,11204.8848,1169.035749,NA,NA
5553788,16562.02696,1958.576454,NA,NA
5553797,15225.50307,757.607033,NA,NA
5553805,12847.92334,818.09284,NA,NA
5553821,21028.96072,1225.884119,NA,NA
5553824,23431.91684,935.924592,NA,NA
5553828,16153.09491,785.10148,NA,NA
5553829,16289.32919,1066.029867,NA,NA
5553853,27274.33706,2026.508311,NA,NA
5553876,10074.95049,745.952389,NA,NA
5553943,23658.17901,2156.838117,NA,NA
5553945,18622.65916,1904.084587,NA,NA
5553957,42553.53416,4178.180914,NA,NA
5553969,41121.77819,807.753735,NA,NA
5553972,129214.0346,7022.221526,NA,NA
5553973,32132.46322,763.556698,NA,NA
5554006,31531.41612,1427.433029,NA,NA
5554013,205695.4188,4945.002877,NA,NA
5554028,20177.07635,660.180167,NA,NA
5554037,21651.74963,582.519891,NA,NA
5554120,11152.02855,673.925421,NA,NA
5554168,31885.41029,1113.337073,NA,NA
5554190,13129.23843,633.958221,NA,NA
5554199,10574.52155,438.654575,NA,NA
5554213,14437.10865,1800.233103,NA,NA
5554221,23689.93436,1673.567691,NA,NA
5554225,12286.45964,520.411167,NA,NA
5554239,97083.35065,5932.085571,NA,NA
5554278,23751.90819,599.173187,NA,NA
5554327,11443.91905,893.570403,NA,NA
5554333,19874.23167,786.578548,NA,NA
5554335,12302.34541,730.62818,NA,NA
5554373,29315.29488,849.86764,NA,NA
5554375,120255.9792,1829.676455,NA,NA
5554378,107539.4776,2413.315188,NA,NA
5554404,13833.35165,1008.021992,NA,NA
5554418,27895.85884,997.944952,NA,NA
5554440,34727.60689,814.859691,NA,NA
5554443,17704.28615,1940.928936,NA,NA
5554467,12381.8181,953.671336,NA,NA
5554468,39733.84872,2017.584572,NA,NA
5554483,22642.93138,660.597676,NA,NA
5554496,22812.09936,1389.504634,NA,NA
5554515,54143.90648,1486.213445,NA,NA
5554562,16948.29521,563.760543,NA,NA
5554571,62625.1266,1234.94043,NA,NA
5554596,16634.08849,1252.007406,NA,NA
5554641,20219.49825,1228.671736,NA,NA
5554648,26270.04169,1430.287107,NA,NA
5554683,12036.12524,580.448106,NA,NA
5554696,13611.13412,965.476814,NA,NA
5554721,11627.02747,787.329081,NA,NA
5554732,10233.14372,1101.428265,NA,NA
5554746,43908.39541,1633.000131,NA,NA
5554754,34886.58213,1274.30991,NA,NA
5554768,15861.36198,1021.507892,NA,NA
5554790,10852.97627,613.206011,NA,NA
5554795,37123.88136,1844.458486,NA,NA
5554811,21659.94842,1542.59231,NA,NA
5554814,18332.67678,989.228284,NA,NA
5554832,11524.40411,419.069414,NA,NA
5554856,18214.60766,1843.414103,NA,NA
5554866,20284.26221,1631.683454,NA,NA
5554867,18780.39661,780.413052,NA,NA
5554870,38154.2925,1144.51125,NA,NA
5554904,18463.06496,679.813114,NA,NA
5554909,23023.8285,1146.752705,NA,NA
5554935,11075.70227,844.012756,NA,NA
5554961,17416.5147,1123.112007,NA,NA
5554967,123911.0521,8142.806943,NA,NA
5554992,32476.58482,1663.773781,NA,NA
5555007,11175.92368,928.006422,NA,NA
5555027,18828.52032,1964.889823,NA,NA
5555039,11902.15961,646.068023,NA,NA
5555042,83349.9165,1999.661655,NA,NA
5555058,27024.11698,725.631315,NA,NA
5555078,10432.1386,973.201874,NA,NA
5555095,41469.68358,1250.40569,NA,NA
5555107,123421.9098,2928.193266,NA,NA
5555138,48303.78378,3460.022304,NA,NA
5555139,17186.1724,1396.964226,NA,NA
5555145,13313.4757,569.307087,NA,NA
5555168,91166.47917,3124.245116,NA,NA
5555170,13787.26579,989.649976,NA,NA
5555185,20893.7324,1653.528317,NA,NA
5555199,18124.23257,771.672687,NA,NA
5555208,23046.8379,905.855039,NA,NA
5555211,10706.11088,1050.301146,NA,NA
5555247,54272.08487,1840.869287,NA,NA
5555248,45507.26245,1275.821528,NA,NA
5555265,12029.71537,532.542912,NA,NA
5555273,10527.49764,427.788013,NA,NA
5555277,10581.32221,619.910121,NA,NA
5555288,12598.11152,1182.596216,NA,NA
5555300,16944.82394,603.446985,NA,NA
5555304,22500.81104,2912.280121,NA,NA
5555310,10220.93314,615.864347,NA,NA
5555321,20787.87704,921.354746,NA,NA
5555340,10940.88323,1117.508072,NA,NA
5555356,96007.73621,4986.275527,NA,NA
5555357,17199.36994,1054.012029,NA,NA
5555360,12188.49982,975.123843,NA,NA
5555369,30043.24801,1481.070024,NA,NA
5555371,16113.15753,728.414523,NA,NA
5555401,16420.95474,656.20841,NA,NA
5555402,10089.19101,400.287259,NA,NA
5555411,31423.34975,2193.966613,NA,NA
5555413,26724.84613,3398.529488,NA,NA
5555415,10916.5839,399.511029,NA,NA
5555419,34440.97624,764.291895,NA,NA
5555429,15624.01629,1207.14598,NA,NA
5555430,13280.21356,584.246099,NA,NA
5555451,26315.98646,2096.017246,NA,NA
5555462,12689.80468,569.077374,NA,NA
5555464,61088.48184,3676.368691,NA,NA
5555470,11899.2753,561.935054,NA,NA
5555513,27611.36247,1678.099865,NA,NA
5555532,18028.21753,1703.872537,NA,NA
5555581,14352.86411,1219.633124,NA,NA
5555597,22996.45415,896.333222,NA,NA
5555630,11364.18787,637.501473,NA,NA
5555636,13955.49492,661.258273,NA,NA
5555666,10906.80223,948.058898,NA,NA
5555699,20010.85093,833.317733,NA,NA
5555752,10925.61744,1391.132843,NA,NA
5555761,15427.37299,570.56922,NA,NA
5555774,34186.12168,948.590803,NA,NA
5555778,14008.17844,1151.395586,NA,NA
5555819,37979.89332,2531.111556,NA,NA
5555840,11635.47731,461.796632,NA,NA
5555853,12732.79714,664.368134,NA,NA
5555857,28650.25684,1064.269107,NA,NA
5555891,14985.56256,582.527519,NA,NA
5555895,20548.46426,714.862455,NA,NA
5555920,16738.15434,806.229437,NA,NA
5555924,140979.8996,4106.87833,NA,NA
5555925,11806.25068,953.490099,NA,NA
5555928,18313.3297,1400.921481,NA,NA
5555942,17526.57779,540.172708,NA,NA
5555944,15832.19106,729.184104,NA,NA
5555952,29794.62295,987.329818,NA,NA
5555983,48096.34642,1799.10078,NA,NA
5556007,10491.06121,614.264774,NA,NA
5556011,12604.27238,590.858076,NA,NA
5556014,143468.2987,3569.031078,NA,NA
5556016,118358.7234,2162.45941,NA,NA
5556019,11599.48911,508.803842,NA,NA
5556036,14699.4898,489.167855,NA,NA
5556044,11255.63342,448.530798,NA,NA
5556049,88560.98776,3818.443949,NA,NA
5556061,33560.80537,714.09714,NA,NA
5556066,11300.44575,435.915936,NA,NA
5556068,18857.78675,1362.701312,NA,NA
5556076,17012.91658,569.229057,NA,NA
5556107,14648.31314,571.004002,NA,NA
5556109,26237.99297,755.016595,NA,NA
5556123,13635.92104,610.213336,NA,NA
5556139,10261.40788,1025.498858,NA,NA
5556151,19011.44004,771.279347,NA,NA
5556173,18562.53321,612.323749,NA,NA
5556176,14044.45079,584.407981,NA,NA
5556187,22785.10593,693.434982,NA,NA
5556212,42782.41223,977.093381,NA,NA
5556234,10655.80231,449.259358,NA,NA
5556262,15019.46139,582.454982,NA,NA
5556273,10813.53406,490.419297,NA,NA
5556277,11167.33352,647.557678,NA,NA
5556289,86462.03604,1470.067597,NA,NA
5556314,197047.0097,2599.978558,NA,NA
5556344,358045.627,4752.330016,NA,NA
5556374,280353.8026,8510.919516,NA,NA
5556396,22304.09042,1037.971624,NA,NA
5556400,61373.45445,954.299553,NA,NA
5556430,72708.48407,1769.878811,NA,NA
5556438,119402.1632,3913.651321,NA,NA
5556441,10173.99885,383.942456,NA,NA
5556444,11179.29525,573.787246,NA,NA
5556467,102068.898,3540.552545,NA,NA
5556475,13054.52198,663.716776,NA,NA
5556483,33929.98977,918.335197,NA,NA
5556494,13623.36956,1172.389736,NA,NA
5556503,20369.37657,753.788462,NA,NA
5556521,12480.07335,489.979158,NA,NA
5556527,26067.77618,928.29401,NA,NA
5556600,10119.71299,488.50196,NA,NA
5556601,29222.36389,2460.936397,NA,NA
5556610,16521.13461,516.842084,NA,NA
5556614,22808.33181,572.873585,NA,NA
5556615,284119.5174,7377.944901,NA,NA
5556621,104621.5703,2839.230827,NA,NA
5556638,34014.39222,2008.375233,NA,NA
5556654,10976.22815,418.282859,NA,NA
5556657,74130.58021,3010.351667,NA,NA
5556676,21740.57999,654.288097,NA,NA
5556680,54162.29306,970.586935,NA,NA
5556690,32009.58446,1568.281284,NA,NA
5556703,50684.46336,3255.355719,NA,NA
5556710,15195.65376,494.666668,NA,NA
5556727,12569.91035,783.304899,NA,NA
5556756,35722.38629,823.26176,NA,NA
5556764,12096.18869,769.476182,NA,NA
5556786,14202.13807,719.095701,NA,NA
5556791,125075.2484,4112.661821,NA,NA
5556826,25417.24537,1200.835243,NA,NA
5556827,34234.77896,840.856211,NA,NA
5556840,10154.60233,432.600283,NA,NA
5556841,165033.2231,2000.139814,NA,NA
5556857,50690.99784,1512.071866,NA,NA
5556860,41767.85181,1379.265546,NA,NA
5556874,10582.1084,502.296071,NA,NA
5556877,41988.04386,1156.632019,NA,NA
5556879,15405.93802,878.83225,NA,NA
5556882,242637.6134,10497.95077,NA,NA
5556913,188037.3748,2554.568312,NA,NA
5556930,12625.20736,696.967925,NA,NA
5556943,103710.6593,3958.234226,NA,NA
5556961,15378.14701,641.42278,NA,NA
5556963,20280.21305,1582.161968,NA,NA
5556965,1094127.483,14381.96732,NA,NA
5556967,13730.01787,497.482783,NA,NA
5556970,16183.76511,670.777661,NA,NA
5556983,11882.50309,708.443157,NA,NA
5556984,153783.0945,1966.295991,NA,NA
5557009,40329.52207,1829.067733,NA,NA
5557010,14711.96532,721.520104,NA,NA
5557013,20390.74445,2006.86858,NA,NA
5557030,11360.74542,429.615086,NA,NA
5557060,220523.918,8009.096795,NA,NA
5557067,795525.7461,20727.03842,NA,NA
5557112,74645.9922,1230.23037,NA,NA
5557116,38876.45955,964.724042,NA,NA
5557145,10871.69087,485.523404,NA,NA
5557152,13607.94724,491.88358,NA,NA
5557156,36016.69881,959.243372,NA,NA
5557163,95333.15119,4871.672827,NA,NA
5557192,17828.638,1273.148627,NA,NA
5557204,32154.36229,1096.863033,NA,NA
5557211,30481.80164,1033.295776,NA,NA
5557249,14934.68498,514.513633,NA,NA
5557259,10999.79774,496.373272,NA,NA
5557260,19973.51436,1133.542623,NA,NA
5557269,11888.04469,1408.892239,NA,NA
5557279,36014.29199,2027.352828,NA,NA
5557286,27396.98292,858.239094,NA,NA
5557297,11947.29943,1397.963177,NA,NA
5557298,33902.094,1821.078074,NA,NA
5557323,10230.39675,678.788972,NA,NA
5557327,12737.73627,1170.081609,NA,NA
5557332,14641.51102,1045.139263,NA,NA
5557355,14475.66384,938.398909,NA,NA
5557405,10601.59503,1128.490935,NA,NA
5557420,34821.62091,1013.221379,NA,NA
5557421,41493.27285,3498.43916,NA,NA
5557423,15685.44412,585.697639,NA,NA
5557460,28817.48012,1140.938644,NA,NA
5557470,17673.47892,1102.669247,NA,NA
5557471,30591.90539,1103.944563,NA,NA
5557474,20746.40979,2029.290996,NA,NA
5557506,22242.58026,738.574554,NA,NA
5557522,35601.79393,885.299648,NA,NA
5557560,75406.3661,3128.657055,NA,NA
5557561,11119.36631,588.998641,NA,NA
5557562,33586.84491,935.652484,NA,NA
5557564,20817.02542,833.454235,NA,NA
5557573,12184371.21,61879.6533,NA,NA
5557578,35072.06564,2295.179825,NA,NA
5557607,35995.99349,1725.438565,NA,NA
5557664,13857.76792,617.150402,NA,NA
5557702,43858.79908,906.829192,NA,NA
5557754,12917.01565,468.850735,NA,NA
5557802,15270.79805,1575.211977,NA,NA
5557817,19860.6265,803.127967,NA,NA
5557820,21280.94465,752.847636,NA,NA
5557977,14799.22888,650.4579,NA,NA
5558009,15327.60429,705.443203,NA,NA
5558018,64605.08315,1120.586365,NA,NA
5558024,63390.69925,1396.418963,NA,NA
5558041,85412.45952,1454.72205,NA,NA
5558044,32779.77068,1725.182243,NA,NA
5558055,86404.88592,1510.532195,NA,NA
5558060,24557.73876,855.595634,NA,NA
5558104,10706.09431,968.677841,NA,NA
5558174,49680.99398,923.387281,NA,NA
5558182,22191.73874,592.798909,NA,NA
5558225,19951.31322,556.940944,NA,NA
5558277,10485.12182,388.621255,NA,NA
5558278,11334.66792,652.873224,NA,NA
5558289,11123.92176,1516.80095,NA,NA
5558299,12635.87305,768.461536,NA,NA
5558307,50585.97639,6758.083674,NA,NA
5558347,10583.59726,377.024144,NA,NA
